proposal_id,text
P04410,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Nirmalgaon. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04411,"Assist in gram sabha facilitation in Ganga Khand by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04412,"Assist anganwadi strengthening in Chitrani Block by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P04413,"Plan a soil testing and fertility management campaign for farmers in Kaveri Tanda. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04414,"Develop a basic village information system for Nirmalgaon integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04415,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Devnagar. The project must link plantations to watering and protection responsibilities.
P04416,"Support low-cost housing construction quality monitoring for PMAY houses in Chitrani Block. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04417,"Support a small social audit-style review of one scheme in Saraswati Nagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04418,"Support a small social audit-style review of one scheme in Bhavani Kheda. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04419,"Assist anganwadi strengthening in Neelgaon by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P04420,"Pilot household water treatment and safe storage practices in one hamlet of Tulsi Gram. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P04421,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhagirathi Pur. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
